id,name,nickname,title,gender,body_type,rarity,element,primordial_force,weapon_type,region,affiliation,profession,species,constellation,special_dish,TAG,description,birthday,cn_CV,img_src
character51,流浪者,"['散兵', '斯卡拉姆齐', '国崩', '倾奇者', '浮浪人', '黑主', '崩崩小圆帽', '七叶寂照秘密主', '正机之神', '崩坏三', '七彩阳光秘密主', '阿帽（纳西妲取名）']",久世浮倾,男,少年,5星,风,,法器,须弥,无愚人众,千般劫渡，不可得知愚人众十一执行官 第六席,人偶,浪客座,真味茶泡饭,"['突破返还', '快速移动', '能量恢复', '自身伤害提升', '自身倍率提升', '自身攻速提升', '自身暴击率提升']",身份成谜的流浪人士。衣着打扮像是修验者，言行却并不是修验者应有的模样。,1月3日,鹿喑,https://patchwiki.biligame.com/images/ys/0/0b/ntnfsuoph71gmv89uf5e7o1ik132h41.png
character52,珐露珊,"['知论派名宿', '前辈', '百岁珊', '童姥', '初音未来', '珐老王']",机逐封秘,女,少女,4星,风,,弓,须弥,室罗婆耽学院,知论派名宿,人类,蔓藤花饰座,古法秘制椰炭饼,"['伤害提升', '聚怪', '能量恢复', '派遣', '减抗', '倍率附加', '技能延长', '协同攻击', '暴击伤害提升']",来自「一百年前」的学者，喜欢以前辈自居，对各类古老文字与古典机关都颇有研究。,8月20日,阎萌萌,https://patchwiki.biligame.com/images/ys/0/0a/m2li2d2xxvl5jde8ca89g6pxkua5dht.png
character53,莱依拉,"['梨多梵谛学院/明论派学生', '莫娜的同行', '黑塔（声优梗）', '冰神', '莱二拉（另一人格）', '当代大学生缩影']",绮思晚星,女,少女,4星,冰,,单手剑,须弥,梨多梵谛学院,「不眠不醒不可思议」,人类,夜莺座,安眠奢想,"['护盾', '自身伤害提升', '能量恢复', '炼金返还', '倍率附加', '自身倍率附加']",专攻理论星相学的梨多梵谛学院学生。时常梦游，长期缺觉，饱受睡眠问题困扰。,12月19日,侯小菲,https://patchwiki.biligame.com/images/ys/f/f9/7r9c825ys1qgr9jzzdnfeyvori1lsvq.png
character54,纳西妲,"['纳西妲', '小吉祥草王', '摩诃善法大吉祥智慧主', '草神', '智慧之神', '最初的「虚空」终端', '草木之主', '羽毛球', '小手不干净真君']",白草净华,女,幼女,5星,草,,法器,须弥,须弥城,「小吉祥草王」,草木化身（世界树最纯净的一枝）,智慧主座,哈瓦玛玛兹,"['精通加成', '自身伤害提升', '减防', '特化反应', '技能延长', '自身暴击率提升', '地区交互', '采集']",深居净善宫的笼中之鸟，只能在梦中将世界尽收眼底。,10月27日,花玲,https://patchwiki.biligame.com/images/ys/3/30/6mlpdxkvtkncah5h2xe26bsmyhfqpfp.png
character55,妮露,"['妮露', '祖拜尔剧场之星', '舞娘', '「花神之舞」表演者', '尼禄', '红牛']",莲光落舞筵,女,少女,5星,水,,单手剑,须弥,祖拜尔剧场,「祖拜尔剧场之星」,人类,睡莲座,婆娑一舞,"['伤害提升', '精通加成', '减抗', '技能延长', '特化反应', '烹饪', '能量恢复', '自身暴击率提升', '自身暴击伤害提升', '配队增益']",祖拜尔剧场的知名舞者，舞姿灵动优美，为人纯真亲善。,12月3日,紫苏九月,https://patchwiki.biligame.com/images/ys/9/91/15xlbtahvg7483lkxq0zaac0oxoz31s.png
character56,赛诺,"['大风纪官', '大风机关', '胡狼头大人', '夹击妹抖', '牌佬', '游戏王', '冷笑话爱好者', '擅长沙地探索的冒险家赛诺', '沙漠死神', '大耳朵帽子（流浪者称呼）', '须弥冰神']",缄秘的裁遣,男,少年,5星,雷,,长柄武器,须弥,缄默之殿,大风纪官,人类,金狼座,决斗之魂,"['自身伤害提升', '感电免疫', '自身抗打断', '派遣', '能量回复', '武器幻化', '自身元素精通提高', '元素充能效率提升']",教令院内负责监管学者们的「大风纪官」。工作时比刹诃伐罗学院制作的「大风机关」更有效率。,6月23日,李轻扬,https://patchwiki.biligame.com/images/ys/f/f1/aq4p5bv949720pnhh5pevmi2fd8kw1f.png
character57,坎蒂丝,"['阿如村守护者', '赤王后裔', '水北斗']",浮金的誓愿,女,成女,4星,水,,长柄武器,须弥,阿如村,阿如村守护者,人类,箭盾座,关怀备至,"['弹反', '元素附魔', '伤害提升', '协同攻击', '攀爬消耗减少', '护盾']",有着琥珀色左眼的赤王后裔，阿如村的守护者。,5月3日,张琦,https://patchwiki.biligame.com/images/ys/6/6a/rd4geg2xan3uvp00k40x0srr81hq9p5.png
character58,多莉,"['须弥百货商人', '桑歌玛哈巴依老爷', '艾尔卡萨扎莱宫之主', '奸商']",梦园藏金,女,幼女,4星,雷,,双手剑,须弥,艾尔卡萨扎莱宫,须弥百货商人,人类,神灯座,摩拉急速来,"['治疗', '能量回复', '炼金返还', '自身附魔', '元素附着', '元素充能效率提升', '冷却减少', '能量恢复', '受治疗加成提升']",神出鬼没的旅行百货商人，最喜欢亮闪闪的摩拉。,12月21日,王晓彤,https://patchwiki.biligame.com/images/ys/9/96/dp77h3xex22vu8c8hfrmm1f26ngr0a8.png
character59,旅行者/草,[],,男/女,,5星,草,,单手剑,,,,,,,"['能量恢复', '技能延长', '精通加成', '伤害提升', '属性变换']",,,,
character60,提纳里,"['小提', '巡林官大人', '师父（柯莱）', '提纳里先生', '大巡林官角色故事2', '沙漠的大狗角色故事5', '耳朵很好摸', '草系的大耳朵', '踢哪里', '冷笑话受害者']",浅蔚轻行,男,少年,5星,草,,弓,须弥,化城郭,道成林巡林官,兽人（巴螺迦修那的后裔）,郭狐座,巡林官精选,"['自身伤害提升', '特产探索', '精通加成', '嘲讽', '自身暴击率提升']",精通植物学的少年学者，现于道成林任巡林官一职。直率热忱，擅长教导脑瓜糊涂的人。,12月29日,莫然,https://patchwiki.biligame.com/images/ys/2/2b/hcwuh3cbgc5dyfcx4qlqp95qlzbp619.png
character61,柯莱,"['道成林见习巡林员', '提纳里的学徒', '安柏的挚友', '复活的薮猫', '兰那罗奶奶', '绿毛的爷', '草甘雨', '柯莱莱']",萃念初蘖,女,少女,4星,草,,弓,须弥,化城郭,道成林见习巡林员,人类,薮猫座,憧憬,"['技能延长', '滑翔消耗减少', '精通加成']",活跃于道成林的见习巡林员，热情的言行背后是一颗依旧稍显内向的心。,5月8日,秦文静,https://patchwiki.biligame.com/images/ys/6/6c/4seebknt6b2qtq12l8ye7wftv5cok03.png
character62,鹿野院平藏,"['小鹿', '天领奉行侦探', '鹿野奈奈的表弟', '风拳前锋军', '拳师', '名侦探柯南', '捕快展昭', 'E拳超人', '鹿人', '哲平再世（日配声优梗）']",心朝乂安,男,少年,4星,风,,法器,稻妻,天领奉行,天领奉行侦探,人类,幼鹿座,唯一的真相,"['聚怪', '精通加成', '冲刺消耗减少', '能量恢复', '自身攻速提升', '自身暴击率提升', '自身暴击伤害提升']",天领奉行的天才少年侦探，直觉敏锐，心思玲珑。,7月24日,林景,https://patchwiki.biligame.com/images/ys/1/18/sj0qhfhaqx76bcxfgrbznea7n8wwa1w.png
character63,久岐忍,"['「荒泷派」二把手', '鬼之副手', '阿忍', '百业通才', '前「鸣神大社」巫女', '不是忍者的忍者', '医疗忍者', '考证专家', '荒泷派外置大脑', 'EA黑名单', '种门圣女', '没角的鬼']",烦恼刈除,女,少女,4星,雷,,单手剑,稻妻,荒泷派,「荒泷派」二把手,人类,烦恼刈座,蛋包饭圆舞曲,"['治疗', '派遣', '技能延长', '自身伤害提升', '生命损耗']",干练可靠的「荒泷派」的副手——特别注明：干练可靠形容的不是「荒泷派」而是副手。,7月27日,杨凝,https://patchwiki.biligame.com/images/ys/2/29/9ygtjqdfi73fry6y9lt9x3708or5v7w.png
character64,夜兰,"['自称就职于总务司的神秘人士', '岩上茶室老板', '情报工作者', '庄家', '夜天后', '兰色妖姬', '\\腋/兰', '夜上海', '胸怀大痣']",兰生幽谷,女,成女,5星,水,,弓,璃月,岩上茶室,自称就职于总务司的神秘人士,人类,幽客座,沾露虾仁,"['派遣', '伤害提升', '协同攻击', '快速移动', '生命值提升']",自称供职于总务司的神秘人士，却又是总务司名录里的「不存在之人」。,4月20日,徐慧,https://patchwiki.biligame.com/images/ys/e/e1/n4zqro7l3mez5ut84ihjfnok8epci7x.png
character65,神里绫人,"['「社奉行」奉行大人', '神里家家主', '「终末番」的统领', '神里绫华的兄长', '荒泷一斗的虫友', '奶茶哥哥', '大舅哥', '奥托·阿波卡利斯', '奥托主教', '藏镜仕男', '袖藏奶茶真君', '真正的甘雨', '渚薰', '可莉的爷爷', '0人']",磐祭叶守,男,成男,5星,水,,单手剑,稻妻,社奉行,社奉行神里家家主,人类,神守柏座,「静寂闲雅」,"['自身伤害提升', '烹饪', '攻速提升', '能量恢复', '武器幻化']",社奉行神里家年轻有为的现任家主，为人温雅有礼，处事颇有手段。,3月26日,赵路,https://patchwiki.biligame.com/images/ys/d/df/lyoozc49yez3ayimtoimqy6t5vczdl9.png
character66,八重神子,"['「鸣神大社」宫司', '大巫女', '「八重堂」总编', '白辰血脉的后裔', '「永恒」的眷属与友人', '「兼具智慧和美貌的八重神子大人」', '「玲珑油豆腐」（笔名）', '稻妻老八', '雷丘丘萨满', '屑狐狸', '八重樱', '嗑瓜子.jpg', '小奥兹', '玲珑油豆腐小姐', '粉毛阿姨']",浮世笑百姿,女,成女,5星,雷,,法器,稻妻,鸣神大社,鸣神大社宫司,妖怪（仙狐）,仙狐座,福内乌冬,"['伤害提升', '炼金返还', '能量恢复', '无视防御']",鸣神大社的宫司大人，兼任「八重堂」总编。艳丽动人的外表下藏着令人意想不到的聪慧与狡黠。,6月27日,杜冥鸦,https://patchwiki.biligame.com/images/ys/8/85/gjqvylplehterr9n2qjykh2bhlcikfm.png
character67,申鹤,"['仙家弟子', '驱邪世家旁系', '小姨', '中野三玖', '呆毛王(日配声优梗)', '药材杀手', '审核（谐音梗扣钱）']",孤辰茕怀,女,成女,5星,冰,,长柄武器,璃月,留云借风真君洞天,尘外身，人间客,人类,愁疏座,连心面,"['减抗', '伤害提升', '派遣', '技能延长', '自身伤害提升', '倍率附加', '暴击伤害提升']",气质出尘的仙家子弟。隐修在璃月群山之间，个性也如仙人般淡漠疏离。,3月10日,秦紫翼,https://patchwiki.biligame.com/images/ys/a/ae/p7f6pidw64a7g4on68hkuf6d01ghp0q.png
character68,云堇,"['「云翰社」当家名角', '云先生', '岩北斗', '五更琉璃', '行走的三彩团子']",红毹婵娟,女,少女,4星,岩,,长柄武器,璃月,云翰社,云翰社现任当家,人类,虹章座,云遮玉,"['攻速提升', '伤害提升', '烹饪', '弹反', '冷却减少', '倍率附加', '自保护盾']",集剧作与演唱能力于一身的璃月戏曲名角。风格自成一派，雅致柔美，恰如其人。,5月21日,贺文潇&杨扬所有语言的戏剧部分一律使用汉语，由专业青年京剧演员杨扬配音，下面不再列出,https://patchwiki.biligame.com/images/ys/8/8f/5eedbfa8wch0gl7cpo12jjopqiy2jre.png
character69,荒泷一斗,"['荒泷天下第一斗', '「荒泷天下独尊一斗」', '「荒泷相扑鬼王一斗」', '「荒泷鬼族骄傲一斗」', '「荒泷鬼兜虫角斗士一斗」', '「荒泷卡牌游戏王中王一斗」', '「荒泷可以输但绝不认输名副其实男子汉一斗」', '「荒泷美食大师一斗」', '「荒泷派初代目头领」', '「荒泷胆量比天还大一斗」', '「荒泷天下百鬼之王一斗」', '「荒泷寿比影向山一斗」均为自称蠢货赤鬼九条裟罗昵称', '荒泷本大爷最强一斗', '荒泷本大爷第一斗！', '荒泷天下独尊一斗！', '荒泷相扑鬼王一斗！', '荒泷完眼归我一斗', '荒泷战意焕发一斗', '荒泷堂堂男子汉一斗', '荒泷暴走无敌一斗', '荒泷胜者全拿一斗', '荒泷历战无敌一斗', '荒泷永不蹲牢一斗', '均为告示牌留名精神小伙', '哈哈哈哈哈哈哈哈', '男仆', '岩丘丘萨满', '伐伐伐伐伐木工', '希娜小姐（五郎）的榜一大哥', '放牛的']",花坂豪快,男,成男,5星,岩,,双手剑,稻妻,荒泷派,「荒泷派」初代目头领,妖怪（鬼族）,天牛座,强者之道,"['嘲讽', '加攻', '加防', '岩造物', '伐木产出', '能量恢复', '抗性降低', '自身伤害提升', '自身攻速提升', '冷却减少', '自身倍率附加', '武器幻化', '自身暴击伤害提升']",活跃在稻妻城花见坂的「荒泷派」初代目头领。什么，从没听说过荒泷派？你是想找茬吗？,6月1日,刘照坤,https://patchwiki.biligame.com/images/ys/a/a0/h0pel900kaa6369psjiy1lrdndlz3f1.png
character70,五郎,"['海祇岛的小狗大将', '希娜小姐', '五郎大将的朋友', '修勾', '小狗勾', '德川纲吉', '欧斯超人（日配声优梗）', '狗肉（英文名字谐音）']",戎犬锵锵,男,少年,4星,岩,,弓,稻妻,海祇岛,海祇军大将,兽人,柴犬座,常胜传说,"['治疗', '加防', '抗打断', '特产探索', '技能延长', '冷却减少', '自身伤害提升', '自身倍率附加', '暴击伤害提升']",海祇岛军的大将，深受部下信赖。,5月18日,杨昕燃,https://patchwiki.biligame.com/images/ys/b/ba/d8t0djc3babb7a8vrpb9y97akutdmpj.png
character71,托马,['家政官，地头蛇，好兄弟，男妈妈'],渡来介者,男,成男,4星,火,,长柄武器,稻妻,社奉行,神里家家政官,人类,赤楯座,「暖意」,"['护盾', '伤害提升', '钓鱼', '技能延长', '冷却减少', '协同攻击', '能量恢复']",神里家的家政官，活跃在稻妻的「地头蛇」。,1月9日,张沛,https://patchwiki.biligame.com/images/ys/f/fb/e7n8m1c02wfg5ywrxo8jnjt2u28e4mu.png
character72,珊瑚宫心海,"['现人神巫女', '宅家派节能军师', '「深海舌鲆鱼」（小姐）（笔名）', '藤原千花', '长生仙', '能量管理大师', '五星观赏鱼', '海天后', '移动的七天神像', '什么宫的什么海', '海爷', '扣扣米']",真珠之智,女,少女,5星,水,,法器,稻妻,海祇岛,宅家派节能军师,人类,眠龙座,「奇策」,"['治疗', '游泳消耗减少', '自身伤害提升', '自身抗打断', '能量恢复', '元素附着']",海衹岛的「现人神巫女」，统管海祇岛各项事宜的少女。,2月22日,龟娘,https://patchwiki.biligame.com/images/ys/9/97/kdlj0cftz0y9ed3hc1jrs1h91io8h65.png
character73,埃洛伊,"['「异界的救世主」', '查无此人', '亚罗伊（繁译）']",「异界的救世主」,女,少女,5星,冰,,弓,其他,游侠,诺拉的英勇猎手,,诺拉勇者座,饱腹感凝胶,"['加攻', '自身伤害提升', '生物亲和', '减攻', '特殊元素附魔']",曾经是流放者，如今则是无比机敏的猎手。随时准备着为了正当之事而挽弓放箭。,4月4日,沐霏,https://patchwiki.biligame.com/images/ys/b/b8/spgh6ar3itjue0w0oja9tq0xgsksibq.png
character74,雷电将军,"['（雷电）将军', '巴尔', '巴尔泽布', '影', '御建鸣神主尊大御所', '雷神', '鸣神', '永恒之神', 'yyds「永远」的神', '雷军', '姐控', '煮饭婆', '不会做饭真君', '宅女程序员', '奶香一刀真君', '雷电芽衣（声优梗）', '又哭又闹真君']",一心净土,女,成女,5星,雷,,长柄武器,稻妻,稻妻城,恒常净土的主宰,魔神/人偶,天下人座,该角色无法参与料理,"['加攻', '伤害提升', '能量回复', '冷却缩减', '突破返还', '协同攻击', '武器幻化', '无视防御', '自身抗打断', '自身伤害提升', '感电免疫']",其身为御建鸣神主尊大御所大人，许稻妻人民以亘古不变之「永恒」,6月26日,菊花花,https://patchwiki.biligame.com/images/ys/f/f9/1tc98q94ddh4ly2he2f4lm4k4as0osx.png
character75,九条裟罗,"['「天领奉行」的大将', '「眼狩令」的执行者', '九条家的养子', '雷系班尼特', '雷系亲妈', '雷神单推头子', '珊瑚宫心海的冤家', '荒泷一斗的冤家', '外置暴伤头', '维密天使', '真将军厨', '九条天狗']",黑羽鸣镝,女,成女,4星,雷,,弓,稻妻,天领奉行,天领奉行大将,妖怪（天狗）,羽团扇座,永恒的信仰,"['派遣', '能量回复', '加攻', '冷却减少', '暴击伤害提升']",「天领奉行」的大将，杀伐果断，骁勇善战。,7月14日,杨梦露,https://patchwiki.biligame.com/images/ys/4/47/3xh1pw9seuxfl452rr6lnk2rc0ju0o9.png
character76,宵宫,"['夏祭的女王', '地对鸽导弹', '打火姬二代目', '长野原加特林', '花见坂军火商']",琉焰华舞,女,少女,5星,火,,弓,稻妻,长野原烟花店,「长野原烟花店」店长,人类,琉金座,夏祭游鱼,"['加攻', '自身伤害提升', '摆设返还', '特殊元素附魔', '技能延长', '冷却减少']",「长野原烟花店」店长，「夏祭的女王」，将人们的愿望寄托于烟花中的能工巧匠。,6月21日,金娜,https://patchwiki.biligame.com/images/ys/7/71/97xepcaijrwp2w0au37pnrxb4qluf8d.png
character77,早柚,"['小狸猫', '风滚早', '小貉', '咕噜咕噜赶路真君', '柚岩龙蜥', '善于潜行的矮子', '专业人士', '旱抽', '逮虾户', '泥头车']",忍里之貉,女,幼女,4星,风,,双手剑,稻妻,终末番,「终末番」特属忍者,人类,小貉座,头晕回避术·改,"['治疗', '生物亲和', '快速移动', '能量恢复', '自身倍率附加', '元素转化']",属于「终末番」的忍者。身形小巧，总像没睡饱一样。,10月19日,Sakula小舞,https://patchwiki.biligame.com/images/ys/f/fe/c4pw527lrypmhoffxgh88jvmdbwj12s.png
character78,神里绫华,"['白鹭公主', '大小姐', '神里绫人的妹妹', '雪中刀（七圣召唤游戏名）', '冰骗骗花', '凝冰渡海真君']",白鹭霜华,女,少女,5星,冰,,单手剑,稻妻,社奉行,「社奉行」神里家大小姐,人类,雪鹤座,「红炉一点雪」,"['减防', '炼金返还', '快速移动', '自身附魔', '自身伤害提升', '自身体力回复']",稻妻「社奉行」神里家的大小姐。端庄而文雅，聪慧又坚韧。,9月28日,小N,https://patchwiki.biligame.com/images/ys/1/1b/qpsc6k80c4fl9xklo0qxy1mznquwa0r.png
character79,旅行者/雷,[],,男/女,,5星,雷,,单手剑,,,,,,,"['减抗', '能量回复', '冷却减少', '元素充能效率提升']",,,,
character80,枫原万叶,"['浪人武士', '「南十字」船队的见习水手', '「雷电五传」之一「一心流」的后人', '风男', '人型气象观测台', '跳高抓蝶真君', '叶天帝']",红叶逐荒波,男,少年,5星,风,,单手剑,稻妻,南十字船队,背井离乡的浪人武士,人类,枫红座,雨奇晴好,"['伤害提升', '聚怪', '冲刺消耗减少', '精通加成', '冷却减少', '能量恢复', '自身伤害提升', '自身附魔', '下落攻击', '元素转化', '反应受益']",来自稻妻的浪人武士，如今栖身于璃月船队「南十字」中。性情温和而洒脱，心中埋藏着许多往事。,10月29日,斑马,https://patchwiki.biligame.com/images/ys/d/db/fr7q01g7bxcf22oco5qbc3qdkkjl0ow.png
character81,优菈,"['浪花骑士', '「游击小队」队长', '喷嚏记仇真君', '炮姐（声优梗）']",浪沫的旋舞,女,成女,5星,冰,,双手剑,蒙德,西风骑士团,西风骑士团「游击小队」队长,人类,浪沫座,骇浪派,"['减抗', '炼金返还', '自身伤害提升', '自身抗打断', '物理输出', '自身加防', '冷却减少']",古老家族出身的「浪花骑士」，西风骑士团游击小队队长。身为旧贵族后裔却加入了堪称死对头的西风骑士团，该事件至今仍是蒙德一大谜团。,10月25日,子音,https://patchwiki.biligame.com/images/ys/f/f8/3nzfj3fub35l79p1l58umkpxs5xbg8v.png
character82,烟绯,"['璃月港的知名律法咨询师', '璃月罗翔', '铁人三项真君', '璃月火腿之一']",智明无邪,女,少女,4星,火,,法器,璃月,烟绯律法咨询事务所,璃月港知名律法咨询师,半仙,法兽座,「自有方圆」,"['特产探索', '护盾', '自身体力消耗降低', '自身伤害提升', '自身抗打断']",活跃在璃月港的知名律法咨询师，混有仙兽血脉的精明少女。,7月28日,苏子芜,https://patchwiki.biligame.com/images/ys/2/2b/d4i72lqffsl7cgb6peojh9k2lr1ntn4.png
character83,罗莎莉亚,"['修女', '白色史莱姆', '蝙蝠女（正义女人）']",棘冠恩典,女,成女,4星,冰,,长柄武器,蒙德,西风教会,不合群的修女,人类,荆冠座,审判的晚宴,"['移速提升', '移速提升（天赋）', '减抗', '能量恢复', '技能延长', '暴击率提升']",除了打扮哪里都不像神职人员的修女。冷淡的言行中透着锐利。总是单独行动。,1月24日,张安琪,https://patchwiki.biligame.com/images/ys/c/c5/li7teekt1udt847swopxw9zjokjb0uz.png
character84,胡桃,"['堂主', '黑无常', '琪亚娜', '嘘嘘鬼王', '璃月火腿', '薪炎之律者', '提瓦特第一火A', 'Who Tao？', '钱包2号', '小小胡胡桃的爷爷']",雪霁梅香,女,少女,5星,火,,长柄武器,璃月,往生堂,璃月港小巷派暗黑诗人,人类,引蝶座,幽幽大行军,"['烹饪', '自身治疗', '自身抗打断', '自身伤害提升', '自身抗性提高', '自身体力消耗降低', '暴击率提升', '生命损耗', '特殊元素附魔']",「往生堂」七十七代堂主，年纪轻轻就已主掌璃月的葬仪事务,7月15日,陶典,https://patchwiki.biligame.com/images/ys/c/c8/0jmb8q468s1wezd5n9r3npcawz8eua3.png
character85,魈,"['降魔大圣', '护法夜叉大将', '金鹏大将', '打桩机', '这里无能真君', '快乐风男', '长得很俊，个子不太高的小伙', '抬头不见低头见真君', '随叫随到真君', '成天冷着脸的帅气小哥', '杏仁豆腐真君', '三点五尺仙人']",护法夜叉,男,少年,5星,风,,长柄武器,璃月,璃月仙人,靖妖傩舞,仙人,金翅鹏王座,「美梦」,"['位移', '攀爬消耗减少', '自身伤害提升', '下落免疫', '生命损耗', '特殊元素附魔', '自身元素充能效率提升', '下落攻击']",守护璃月的仙人，「夜叉」。美号「降魔大圣」，妙称「护法夜叉大将」。,4月17日,kinsen,https://patchwiki.biligame.com/images/ys/a/af/q4bs39azjximxqs18tymlmsgzyrar90.png
character86,甘雨,"['璃月七星的秘书', '椰羊', '王小美', '鸡腿猎人', '咕噜咕噜滚下山真君', '肝雨', '走路上山真君', '通宵熬夜真君']",循循守月,女,少女,5星,冰,,弓,璃月,月海亭,「月海亭」秘书,半仙（麒麟）,仙麟座,盛世太平,"['嘲讽', '锻造返还', '减抗', '伤害提升', '自身暴击率提升']",月海亭的秘书，体内流淌着仙兽「麒麟」的血脉。,12月2日,林簌,https://patchwiki.biligame.com/images/ys/0/0a/7bpzoigphsck8n51qlxiwcwgtq6q6oc.png
character87,阿贝多,"['白垩之子', '小王子', '调查小队队长', '西风骑士团首席炼金术师', '白垩老师', '电梯人', '蒙德岩神', '平平无奇', '蒙德NPC', '红蓝恐惧症']",白垩之子,男,少年,5星,岩,,单手剑,蒙德,西风骑士团,西风骑士团首席炼金术士,炼金造物,白垩之子座,「林之梦」,"['炼金返还', '伤害提升', '精通加成', '自身伤害提升', '岩造物', '协同攻击', '能量恢复', '自身倍率附加']",西风骑士团首席炼金术师兼调查小队队长，被称作「白垩之子」的天才。,9月13日,Mace,https://patchwiki.biligame.com/images/ys/a/a4/d2te0yt6a8rtf4agfwfdqpus16967s8.png
character88,钟离,"['钟离', '「往生堂」客卿', '岩王帝君（岩王爷）', '契约之神', '贵金之神', '七天神像的噩梦', '社会废人', '未来可期真君', '矿工头子', '废人养成器', '听书人', '往生堂预备第七十八代堂主']",尘世闲游,男,成男,5星,岩,,长柄武器,璃月,璃月港,「往生堂」客卿,魔神,岩王帝君座角色立绘2显示命之座为“？？？”；游戏内完成钟离传说任务「古闻之章」第一幕之前，命之座也为“？？？”,文火慢炖腌笃鲜,"['治疗', '控制', '护盾', '护盾强效', '锻造返还', '自身伤害提升', '自身抗打断', '岩造物', '减抗']",被「往生堂」请来的神秘客卿，知识渊博，对各种事物都颇有见地。,12月31日,彭博,https://patchwiki.biligame.com/images/ys/8/81/8393e6kjulrau058jy9qolyv30bfkiz.png
character89,辛焱,"['小陀螺', '咩咩子', '米O鼠']",燥热旋律,女,少女,4星,火,,双手剑,璃月,「红弦」,璃月摇滚先行者,人类,红檀四弦座,摇·滚·鸡！,"['护盾', '烹饪', '减抗', '伤害提升', '元素附着', '自身体力消耗降低']",璃月港唯一的摇滚歌手，以音乐和热情歌颂着对「成见」的反抗。,10月16日,王雅欣,https://patchwiki.biligame.com/images/ys/2/20/t6fp8zqo2mwjx8hotd3wa3mpj6debls.png
character90,达达利亚,"['公子', '独眼丘丘人', '至冬国驻璃月港玩具推销员主管', '达达(利)鸭', '近战弓兵', '在蒙德认识的冒险家', '永别冬都', '汤达人', '大貉妖处理专家', '至冬国最棒的玩具销售员', '武器大师', '师兄，学E不精']",「公子」达达利亚,男,成男,5星,水,,弓,至冬,愚人众,愚人众十一执行官 末席,人类,鲸天座,极致一钓,"['能量恢复', '武器幻化', '冷却减少', '战斗增益', '天赋提升']",愚人众执行官第十一位，「公子」，其战绩威名远扬。,7月20日,鱼冻/薄棠二人分别负责成年和幼年配音,https://patchwiki.biligame.com/images/ys/4/45/ieew3b5t7jm6nl86btuvwh9b5rb7uwm.png
character91,迪奥娜,"['猫猫', '猫娘', 'DIO娜', '小型地对鸽导弹(E)', '长着猫耳猫尾的小女士（温迪）']",猫尾特调,女,幼女,4星,冰,,弓,蒙德,猫尾酒馆,「猫尾酒馆」超人气调酒师,兽人（凯茨莱茵家族）,小猫座,绝对不是下酒菜,"['治疗', '护盾', '烹饪', '移速提升', '元素附着', '精通加成', '自身伤害提升', '减攻', '体力消耗降低', '能量恢复']","遗传了稀薄的「非人」血统的少女,「猫尾酒馆」的超人气调酒师。",1月18日,诺亚,https://patchwiki.biligame.com/images/ys/0/04/mr4oeodo7tnaqko564qqiz897r2f8rx.png
character92,可莉,"['火花骑士', '红色很烫的小女孩', '蒙德最强战力', '「大冒险家」艾莉丝的女儿', '阿贝多的义妹', '哒哒哒', '火化骑士', '炸鱼禁闭真君', '蒙德小坦克', '骑士团团宠', '火元素羽毛球', '爆破鬼才', '放火烧山真君']",逃跑的太阳,女,幼女,5星,火,,法器,蒙德,西风骑士团,火花骑士,长生种（未知）,四叶草座,鱼香吐司,"['特产探索', '减防', '能量回复', '伤害提升', '自身体力消耗降低']",西风骑士团禁闭室的常客，蒙德的爆破大师。人称「逃跑的太阳」。,7月27日,花玲,https://patchwiki.biligame.com/images/ys/5/54/bnk8fvrgjvfz1o44m8f7bob3ita0xp3.png
character93,温迪,"['温迪', '高天的歌者', '卖唱的', '巴巴托斯大人', '荻花洲的吹笛人', '欸嘿', '直升机', '最弱的七神主线序章第三幕第一小节中温迪自述。､酒鬼', '巴斯巴托', '巴托巴斯']",高天的歌者,男,少年,5星,风,,弓,蒙德,蒙德城,风色诗人,魔神（元素精灵）,歌仙座,真·风神杂烩菜,"['聚怪', '滑翔消耗减少', '控制', '能量回复', '减抗', '自身伤害提升', '能量恢复', '元素转化']",蒙德城诸多吟游诗人中的一位，自由自在地穿行在街头巷尾。,6月16日,喵酱,https://patchwiki.biligame.com/images/ys/e/e7/8b0k0v04mmzivr5iibcdyiswrb2v5z1.png
character94,迪卢克,"['暗夜英雄', '正义人', '卢老爷', '夜枭', '正E人', '卢锅巴', '卢卢伯爵', '哦哦哦', '前夫哥', '落魄了家人们', '在此烧鸟真君', 'E键三连真君', '火把丘丘人']",晨曦的暗面,男,成男,5星,火,,双手剑,蒙德,晨曦酒庄,晨曦酒庄的贵公子,人类,夜枭座,「蒙德往事」,"['锻造返还', '自身附魔', '自身攻速提升', '自身伤害提升', '自身体力消耗降低']",坐拥蒙德大半酒业的贵公子，财力、人望、能力都令人无法小觑。,4月30日,马洋,https://patchwiki.biligame.com/images/ys/c/cb/oxvsh22iqva7b6t4f69oo13vr5rj2oj.png
